frame_idx	x	y	vel_x	vel_y
864	41.724	1395.05	0.22	49.98	
864	53.573	1384.22	0.15	44.38	
865	7.865	1504.7	-0.09	45.07	
865	53.079	1531.27	-0.57	46.82	
865	19.607	1436.63	0.14	40	
865	7.376	1410.41	-0.42	32.11	
865	33.68	1457.09	-0.14	44.97	
865	41.072	1541.27	0.2	49.69	
865	54.199	1454.89	-1.93	48.7	
865	41.735	1400.06	0.11	50.05	
865	53.588	1388.66	0.15	44.42	
866	7.856	1509.21	-0.09	45.16	
866	53.054	1535.86	-0.25	45.99	
866	19.62	1440.63	0.13	40	
866	7.39	1413.75	0.14	33.39	
866	33.695	1461.64	0.15	45.51	
866	41.031	1546.16	-0.41	48.88	
866	54.025	1459.81	-1.74	49.2	
866	41.751	1405.06	0.16	50.04	
866	53.583	1393.15	-0.05	44.83	
867	7.847	1513.72	-0.09	45.05	
867	53.045	1540.47	-0.09	46.05	
867	19.633	1444.63	0.13	40	
867	7.428	1417.21	0.38	34.56	
867	33.696	1466.21	0.01	45.74	
867	53.892	1464.72	-1.33	49.11	
867	17.347	1358.62	0.15	45.03	
867	41.768	1410.06	0.17	49.96	
867	53.583	1397.72	0	45.7	
868	7.838	1518.21	-0.09	44.98	
868	53.036	1545.12	-0.09	46.51	
868	19.647	1448.63	0.14	40	
868	7.444	1420.72	0.16	35.1	
868	33.716	1470.78	0.2	45.66	
868	53.775	1469.56	-1.17	48.39	
868	17.362	1363.15	0.15	45.31	
868	41.784	1415.04	0.16	49.83	
868	30.179	1356.26	-0.35	45.68	
868	53.614	1402.4	0.31	46.8	
869	7.829	1522.71	-0.09	45	
869	53.026	1549.8	-0.1	46.84	
869	19.659	1452.63	0.12	39.94	
869	7.455	1424.24	0.11	35.16	
869	33.676	1475.32	-0.4	45.38	
869	53.706	1474.29	-0.69	47.33	
869	17.378	1367.66	0.16	45.05	
869	41.801	1420.04	0.17	49.93	
869	30.145	1360.86	-0.34	45.99	
869	53.649	1407.16	0.35	47.67	
870	7.82	1527.21	-0.09	45	
870	19.673	1456.63	0.14	40.06	
870	7.467	1427.74	0.12	35.03	
870	33.487	1479.83	-1.89	45.14	
870	53.656	1478.97	-0.5	46.81	
870	17.409	1372.11	0.31	44.47	
870	41.776	1425.09	-0.25	50.54	
870	30.1	1365.47	-0.45	46.1	
870	53.665	1411.97	0.16	48.07	
870	41.097	1358.06	0.17	49.56	
871	7.811	1531.71	-0.09	45	
871	19.686	1460.66	0.13	40.31	
871	7.479	1431.24	0.12	34.98	
871	33.155	1484.3	-3.32	44.68	
871	53.596	1483.67	-0.6	46.94	
871	17.407	1376.49	-0.02	43.88	
871	6.831	1353.66	0.08	24.82	
871	41.771	1430.28	-0.05	51.93	
871	30.077	1370.06	-0.23	45.87	
871	53.681	1416.78	0.16	48.12	
871	41.113	1363.05	0.16	49.92	
872	7.803	1536.21	-0.08	45	
872	19.693	1464.71	0.07	40.43	
872	7.49	1434.74	0.11	35.02	
872	32.762	1488.66	-3.93	43.67	
872	53.537	1488.37	-0.59	46.98	
872	17.421	1380.84	0.14	43.46	
872	6.84	1356.15	0.09	24.94	
872	41.812	1435.6	0.41	53.15	
872	30.09	1374.61	0.13	45.51	
872	53.697	1421.59	0.16	48.03	
872	41.13	1368.06	0.17	50.08	
872	52.587	1355.51	0.15	44.28	
873	7.794	1540.72	-0.09	45.02	
873	19.685	1468.74	-0.08	40.28	
873	7.495	1438.24	0.05	35.01	
873	32.37	1492.91	-3.92	42.44	
873	53.478	1493.07	-0.59	47.03	
873	17.435	1385.16	0.14	43.21	
873	6.807	1358.7	-0.33	25.55	
873	41.871	1441.07	0.59	54.72	
873	30.129	1379.12	0.39	45.12	
873	53.713	1426.38	0.16	47.99	
873	41.147	1373.06	0.17	50.01	
873	52.602	1359.99	0.15	44.83	
874	7.785	1545.21	-0.09	44.95	
874	19.677	1472.72	-0.08	39.89	
874	7.513	1441.73	0.18	34.94	
874	32.029	1497.04	-3.41	41.27	
874	53.418	1497.78	-0.6	47.08	
874	17.463	1389.44	0.28	42.79	
874	6.793	1361.4	-0.14	26.91	
874	41.909	1446.56	0.38	54.91	
874	30.178	1383.61	0.49	44.9	
874	53.729	1431.18	0.16	47.95	
874	41.163	1378.06	0.16	50	
874	52.576	1364.55	-0.26	45.65	
875	7.776	1549.7	-0.09	44.84	
875	19.669	1476.71	-0.08	39.87	
875	7.558	1445.22	0.45	34.83	
875	31.757	1501.06	-2.72	40.21	
875	53.35	1502.47	-0.68	46.89	
875	17.464	1393.66	0.01	42.21	
875	6.825	1364.2	0.32	28.08	
875	41.974	1451.84	0.65	52.76	
875	30.201	1388.1	0.23	44.89	
875	53.738	1435.97	0.09	47.9	
875	41.179	1383.06	0.16	50	
875	52.568	1369.24	-0.08	46.92	
876	19.62	1480.77	-0.49	40.54	
876	7.614	1448.69	0.56	34.77	
876	31.337	1504.96	-4.2	39.09	
876	53.297	1507.13	-0.53	46.61	
876	17.477	1397.84	0.13	41.79	
876	6.876	1367.15	0.51	29.46	
876	41.991	1456.97	0.17	51.33	
876	30.21	1392.6	0.09	44.96	
876	53.761	1440.77	0.23	48.05	
876	41.196	1388.06	0.17	50	
876	52.608	1374.05	0.4	48.08	
877	19.589	1484.96	-0.31	41.93	
877	7.658	1452.18	0.44	34.85	
877	30.909	1508.8	-4.28	38.36	
877	53.286	1511.79	-0.11	46.59	
877	17.491	1401.99	0.14	41.54	
877	6.886	1370.16	0.1	30.07	
877	42.007	1461.92	0.16	49.47	
877	30.225	1397.1	0.15	45.02	
877	53.81	1445.62	0.49	48.49	
877	41.213	1393.06	0.17	50	
877	52.665	1379	0.57	49.45	
878	19.604	1489.27	0.15	43.1	
878	7.676	1455.67	0.18	34.87	
878	30.624	1512.62	-2.85	38.16	
878	53.27	1516.51	-0.16	47.24	
878	17.521	1406.11	0.3	41.1	
878	6.896	1373.17	0.1	30.16	
878	41.958	1466.69	-0.49	47.73	
878	30.24	1401.6	0.15	45.01	
878	53.865	1450.52	0.55	48.97	
878	41.23	1398.06	0.17	50	
878	52.681	1384.01	0.16	50.07	
879	19.636	1493.73	0.32	44.6	
879	7.682	1459.15	0.06	34.89	
879	30.524	1516.5	-1	38.82	
879	53.286	1521.36	0.16	48.47	
879	17.519	1410.16	-0.02	40.55	
879	6.906	1376.18	0.1	30.04	
879	41.93	1471.3	-0.28	46.12	
879	30.255	1406.1	0.15	45	
879	53.92	1455.51	0.55	49.88	
879	41.246	1403.06	0.16	50	
879	52.698	1389.02	0.17	50.17	
880	19.627	1498.24	-0.09	45.08	
880	7.693	1462.67	0.11	35.14	
880	30.546	1520.49	0.22	39.94	
880	53.329	1526.3	0.43	49.45	
880	17.532	1414.17	0.13	40.14	
880	6.916	1379.18	0.1	29.99	
880	41.891	1475.78	-0.39	44.76	
880	30.27	1410.6	0.15	45	
880	53.943	1460.6	0.23	50.89	
880	41.263	1408.06	0.17	50	
880	52.715	1394.03	0.17	50.04	
881	19.634	1502.7	0.07	44.63	
881	7.674	1466.24	-0.19	35.68	
881	30.606	1524.57	0.6	40.75	
881	53.329	1531.26	0	49.6	
881	17.551	1418.15	0.19	39.73	
881	6.926	1382.18	0.1	30	
881	41.913	1480.29	0.22	45.14	
881	30.285	1415.1	0.15	45	
881	53.942	1465.72	-0.01	51.2	
881	41.279	1413.06	0.16	49.99	
881	52.731	1399.02	0.16	49.98	
882	19.609	1507.07	-0.25	43.72	
882	7.684	1469.86	0.1	36.25	
882	30.643	1528.68	0.37	41.11	
882	53.32	1536.16	-0.09	48.97	
882	17.549	1422.08	-0.02	39.35	
882	6.936	1385.18	0.1	30	
882	42.054	1484.92	1.41	46.34	
882	30.3	1419.6	0.15	45	
882	53.932	1470.81	-0.1	50.9	
882	41.296	1418.06	0.17	50	
882	52.748	1404.02	0.17	50	
882	41.409	1357.86	0.4	52.82	
883	19.601	1511.41	-0.08	43.35	
883	7.676	1473.52	-0.08	36.56	
883	30.681	1532.78	0.38	41.01	
883	53.312	1540.95	-0.08	47.9	
883	17.529	1426.02	-0.2	39.33	
883	6.946	1388.18	0.1	30	
883	42.23	1489.64	1.76	47.16	
883	30.314	1424.1	0.14	45	
883	53.922	1475.82	-0.1	50.16	
883	29.597	1358.6	0.15	44.94	
883	41.313	1423.06	0.17	50	
883	52.765	1409.02	0.17	50	
883	41.403	1363.03	-0.06	51.67	
884	19.576	1515.79	-0.25	43.83	
884	7.669	1477.19	-0.07	36.77	
884	30.719	1536.87	0.38	40.89	
884	53.284	1545.65	-0.28	47.05	
884	17.543	1430.03	0.14	40.13	
884	6.956	1391.18	0.1	30	
884	42.374	1494.39	1.44	47.5	
884	30.33	1428.6	0.16	45	
884	53.912	1480.81	-0.1	49.83	
884	29.613	1363.1	0.16	45.05	
884	41.329	1428.06	0.16	50	
884	52.782	1414.02	0.17	50	
884	41.379	1368.09	-0.24	50.63	
885	19.584	1520.24	0.08	44.48	
885	7.648	1480.91	-0.21	37.2	
885	30.756	1540.96	0.37	40.9	
885	17.626	1434.19	0.83	41.58	
885	6.966	1394.18	0.1	30	
885	42.388	1499.15	0.14	47.59	
885	30.345	1433.1	0.15	45	
885	53.902	1485.81	-0.1	49.99	
885	29.627	1367.6	0.14	45	
885	41.346	1433.06	0.17	50	
885	52.798	1419.02	0.16	50	
885	41.396	1373.08	0.17	49.93	
886	19.591	1524.69	0.07	44.48	
886	7.653	1484.69	0.05	37.79	
886	30.793	1545.04	0.37	40.85	
886	17.787	1438.48	1.61	42.91	
886	6.976	1397.18	0.1	30	
886	42.348	1503.94	-0.4	47.89	
886	30.359	1437.6	0.14	45	
886	53.892	1490.81	-0.1	50	
886	29.642	1372.1	0.15	45	
886	41.363	1438.06	0.17	50	
886	52.815	1424.02	0.17	50	
886	41.412	1378.06	0.16	49.83	
887	19.566	1529.07	-0.25	43.84	
887	7.647	1488.52	-0.06	38.21	
887	30.831	1549.13	0.38	40.84	
887	17.967	1442.87	1.8	43.96	
887	6.986	1400.18	0.1	30.02	
887	42.339	1508.81	-0.09	48.68	
887	30.374	1442.1	0.15	45	
887	53.883	1495.8	-0.09	49.99	
887	19.331	1353.73	0.08	37.09	
887	29.657	1376.6	0.15	45	
887	41.379	1443.06	0.16	50	
887	52.832	1429.02	0.17	50	
887	41.429	1383.06	0.17	49.96	
888	19.558	1533.41	-0.08	43.36	
888	7.639	1492.36	-0.08	38.46	
888	18.132	1447.3	1.65	44.24	
888	6.995	1403.17	0.09	29.95	
888	42.346	1513.76	0.07	49.57	
888	30.389	1446.6	0.15	45	
888	53.872	1500.81	-0.11	50.05	
888	19.344	1357.48	0.13	37.58	
888	29.672	1381.1	0.15	45.01	
888	41.396	1448.06	0.17	50	
888	52.848	1434.02	0.16	50	
888	41.446	1388.06	0.17	50.01	
888	53.586	1355.02	0.17	49.44	
889	19.532	1537.77	-0.26	43.68	
889	7.615	1496.25	-0.24	38.88	
889	18.296	1451.7	1.64	44.02	
889	7.005	1406.16	0.1	29.84	
889	42.336	1518.77	-0.1	50.04	
889	30.405	1451.09	0.16	44.9	
889	53.862	1505.82	-0.1	50.14	
889	19.339	1361.3	-0.05	38.14	
889	29.687	1385.6	0.15	45	
889	41.412	1453.05	0.16	49.87	
889	52.865	1439.02	0.17	50	
889	41.462	1393.06	0.16	50	
889	53.603	1360.01	0.17	49.89	
890	19.54	1542.22	0.08	44.46	
890	7.623	1500.2	0.08	39.49	
890	18.461	1456.1	1.65	44.02	
890	7.016	1409.15	0.11	29.93	
890	42.326	1523.78	-0.1	50.13	
890	30.419	1455.6	0.14	45.09	
890	53.852	1510.82	-0.1	50.01	
890	19.37	1365.18	0.31	38.78	
890	29.702	1390.1	0.15	44.99	
890	41.429	1458.06	0.17	50.13	
890	52.882	1444.02	0.17	50	
890	41.479	1398.06	0.17	50.02	
890	53.619	1365.02	0.16	50.11	
891	19.531	1546.72	-0.09	45.01	
891	7.615	1504.2	-0.08	40	
891	18.625	1460.54	1.64	44.35	
891	6.985	1412.2	-0.31	30.54	
891	42.316	1528.79	-0.1	50.04	
891	30.435	1460.15	0.16	45.49	
891	53.859	1515.77	0.07	49.46	
891	19.382	1369.08	0.12	39.07	
891	29.717	1394.6	0.15	45	
891	41.446	1463.13	0.17	50.66	
891	52.898	1449.01	0.16	49.83	
891	41.496	1403.06	0.17	49.95	
891	53.636	1370.02	0.17	50	
892	7.607	1508.21	-0.08	40.14	
892	18.791	1464.98	1.66	44.46	
892	6.973	1415.4	-0.12	31.92	
892	42.306	1533.78	-0.1	49.98	
892	30.443	1464.71	0.08	45.62	
892	53.833	1520.64	-0.26	48.71	
892	19.395	1372.96	0.13	38.75	
892	29.732	1399.1	0.15	45	
892	41.437	1468.21	-0.09	50.87	
892	52.914	1454.02	0.16	50.16	
892	41.512	1408.04	0.16	49.83	
892	53.653	1375.02	0.17	50	
893	7.6	1512.22	-0.07	40.04	
893	18.933	1469.4	1.42	44.22	
893	7.007	1418.7	0.34	33.08	
893	42.297	1538.78	-0.09	50	
893	30.434	1469.26	-0.09	45.54	
893	53.824	1525.48	-0.09	48.43	
893	19.408	1376.8	0.13	38.43	
893	29.746	1403.6	0.14	45	
893	41.428	1473.28	-0.09	50.67	
893	52.931	1459.11	0.17	50.86	
893	41.528	1413.04	0.16	49.94	
893	53.669	1380.02	0.16	50	
894	7.592	1516.21	-0.08	39.98	
894	19.028	1473.76	0.95	43.58	
894	7.059	1422.15	0.52	34.46	
894	42.286	1543.78	-0.11	50.01	
894	30.425	1473.79	-0.09	45.23	
894	53.814	1530.36	-0.1	48.72	
894	19.405	1380.67	-0.03	38.7	
894	29.762	1408.1	0.16	45.01	
894	41.418	1478.3	-0.1	50.13	
894	52.943	1464.22	0.12	51.12	
894	41.504	1418.09	-0.24	50.54	
894	53.686	1385.02	0.17	50	
895	7.584	1520.21	-0.08	40	
895	19.066	1478.06	0.38	42.93	
895	7.07	1425.66	0.11	35.06	
895	42.306	1548.79	0.2	50.03	
895	30.416	1478.28	-0.09	44.9	
895	53.804	1535.26	-0.1	49.01	
895	19.434	1384.62	0.29	39.46	
895	29.777	1412.6	0.15	45	
895	41.407	1483.28	-0.11	49.87	
895	52.934	1469.31	-0.09	50.84	
895	41.499	1423.28	-0.05	51.92	
895	53.702	1390.02	0.16	50	
896	7.576	1524.21	-0.08	40.01	
896	19.057	1482.31	-0.09	42.59	
896	7.082	1429.17	0.12	35.17	
896	30.424	1482.73	0.08	44.51	
896	53.795	1540.15	-0.09	48.89	
896	19.447	1388.62	0.13	40.01	
896	29.792	1417.1	0.15	45	
896	41.397	1488.28	-0.1	50	
896	52.924	1474.32	-0.1	50.16	
896	41.539	1428.59	0.4	53.09	
896	53.719	1395.02	0.17	50	
897	7.568	1528.21	-0.08	40	
897	19.04	1486.56	-0.17	42.42	
897	7.094	1432.68	0.12	35.04	
897	30.398	1487.11	-0.26	43.82	
897	53.785	1544.99	-0.1	48.42	
897	19.46	1392.63	0.13	40.14	
897	29.806	1421.6	0.14	45	
897	41.387	1493.28	-0.1	50	
897	52.914	1479.31	-0.1	49.84	
897	30.317	1354.63	-0.02	45.21	
897	41.598	1434.03	0.59	54.43	
897	53.736	1400.02	0.17	50	
898	7.56	1532.21	-0.08	40	
898	19.031	1490.8	-0.09	42.45	
898	7.105	1436.18	0.11	34.99	
898	30.39	1491.45	-0.08	43.37	
898	53.776	1549.81	-0.09	48.21	
898	19.473	1396.64	0.13	40.05	
898	29.821	1426.1	0.15	44.99	
898	41.378	1498.28	-0.09	50	
898	52.904	1484.31	-0.1	50	
898	30.35	1359.26	0.33	46.25	
898	41.616	1439.55	0.18	55.17	
898	53.752	1405.02	0.16	50	
899	7.552	1536.21	-0.08	39.99	
899	19.023	1495.05	-0.08	42.5	
899	7.117	1439.68	0.12	35.01	
899	30.381	1495.78	-0.09	43.33	
899	19.487	1400.63	0.14	39.98	
899	29.836	1430.6	0.15	45	
899	41.368	1503.28	-0.1	50	
899	52.894	1489.3	-0.1	49.99	
899	30.364	1363.93	0.14	46.75	
899	41.635	1445.09	0.19	55.43	
899	40.702	1356.16	2.25	44.47	
899	53.769	1410.02	0.17	50	
900	7.544	1540.21	-0.08	40	
900	19.014	1499.3	-0.09	42.5	
900	7.128	1443.17	0.11	34.96	
900	30.372	1500.1	-0.09	43.18	
900	19.5	1404.63	0.13	40	
900	29.851	1435.1	0.15	45	
900	41.358	1508.28	-0.1	50	
900	52.885	1494.3	-0.09	50	
900	30.396	1368.56	0.32	46.3	
900	41.672	1450.57	0.37	54.74	
900	40.882	1360.76	1.8	46.01	
900	53.785	1415.02	0.16	50	
901	7.537	1544.22	-0.07	40.02	
901	19.006	1503.54	-0.08	42.42	
901	7.141	1446.66	0.13	34.83	
901	30.364	1504.38	-0.08	42.79	
901	6.569	1353.34	1.09	23.44	
901	19.514	1408.63	0.14	40	
901	29.866	1439.6	0.15	45	
901	41.348	1513.28	-0.1	50	
901	52.875	1499.3	-0.1	50	
901	30.396	1373.12	0	45.53	
901	41.738	1455.87	0.66	53.07	
901	41.005	1365.52	1.23	47.61	
901	53.802	1420.02	0.17	50.02	
902	7.528	1548.21	-0.09	39.96	
902	18.992	1507.78	-0.14	42.39	
902	7.152	1450.15	0.11	34.94	
902	30.356	1508.63	-0.08	42.54	
902	6.677	1355.67	1.08	23.34	
902	19.527	1412.63	0.13	40	
902	29.882	1444.1	0.16	45	
902	41.338	1518.28	-0.1	50	
902	52.865	1504.3	-0.1	50	
902	30.411	1377.62	0.15	44.99	
902	41.755	1461.03	0.17	51.53	
902	41.026	1370.45	0.21	49.34	
902	53.819	1425.02	0.17	49.95	
903	18.989	1512.04	-0.03	42.61	
903	7.122	1453.7	-0.3	35.52	
903	30.331	1512.91	-0.25	42.8	
903	6.791	1358.02	1.14	23.48	
903	19.54	1416.63	0.13	40	
903	29.896	1448.6	0.14	45	
903	41.328	1523.28	-0.1	50	
903	52.855	1509.3	-0.1	50	
903	30.426	1382.1	0.15	44.86	
903	41.757	1466.02	0.02	49.88	
903	41.043	1375.42	0.17	49.66	
903	53.835	1430	0.16	49.86	
904	19.005	1516.36	0.16	43.17	
904	7.112	1457.4	-0.1	37.01	
904	30.323	1517.28	-0.08	43.74	
904	6.845	1360.43	0.54	24.12	
904	19.553	1420.63	0.13	40	
904	29.911	1453.09	0.15	44.91	
904	41.319	1528.28	-0.09	49.98	
904	52.845	1514.3	-0.1	50	
904	30.441	1386.6	0.15	44.95	
904	41.652	1470.83	-1.05	48.16	
904	41.059	1380.38	0.16	49.58	
904	53.852	1435	0.17	49.98	
905	19.037	1520.76	0.32	44.02	
905	7.147	1461.21	0.35	38.12	
905	30.33	1521.76	0.07	44.73	
905	6.897	1362.97	0.52	25.39	
905	19.566	1424.63	0.13	40	
905	29.926	1457.6	0.15	45.09	
905	41.308	1533.28	-0.11	50.04	
905	52.835	1519.3	-0.1	50	
905	30.455	1391.1	0.14	45.02	
905	41.699	1475.52	0.47	46.89	
905	41.076	1385.33	0.17	49.49	
905	53.852	1440.06	0	50.54	
906	19.074	1525.24	0.37	44.8	
906	7.192	1465.18	0.45	39.61	
906	30.322	1526.26	-0.08	45.05	
906	6.962	1365.63	0.65	26.6	
906	19.58	1428.63	0.14	40	
906	29.941	1462.15	0.15	45.48	
906	41.299	1538.3	-0.09	50.14	
906	52.826	1524.3	-0.09	50	
906	30.47	1395.6	0.15	45	
906	41.792	1480.31	0.93	47.9	
906	41.092	1390.28	0.16	49.5	
906	53.886	1445.19	0.34	51.33	
906	51.797	1354.76	-0.3	47.38	
907	19.071	1529.74	-0.03	45.01	
907	7.184	1469.19	-0.08	40.19	
907	30.329	1530.73	0.07	44.73	
907	7.025	1368.42	0.63	27.88	
907	19.593	1432.63	0.13	40	
907	29.939	1466.71	-0.02	45.63	
907	41.289	1543.3	-0.1	50.02	
907	52.815	1529.3	-0.11	50	
907	30.485	1400.1	0.15	45	
907	41.988	1485.26	1.96	49.48	
907	41.102	1395.22	0.1	49.49	
907	53.903	1450.35	0.17	51.58	
907	51.826	1359.49	0.29	47.29	
908	19.072	1534.2	0.01	44.59	
908	7.176	1473.21	-0.08	40.18	
908	30.321	1535.12	-0.08	43.86	
908	7.029	1371.27	0.04	28.52	
908	19.607	1436.63	0.14	40	
908	29.93	1471.26	-0.09	45.48	
908	41.296	1548.25	0.07	49.46	
908	52.806	1534.3	-0.09	49.98	
908	30.5	1404.6	0.15	45	
908	42.134	1490.27	1.46	50.14	
908	41.124	1400.17	0.22	49.46	
908	53.961	1455.49	0.58	51.43	
908	51.907	1364.2	0.81	47.14	
909	19.047	1538.59	-0.25	43.88	
909	7.169	1477.21	-0.07	40.02	
909	30.314	1539.4	-0.07	42.82	
909	7.038	1374.14	0.09	28.67	
909	19.62	1440.63	0.13	40	
909	29.921	1475.77	-0.09	45.08	
909	52.796	1539.31	-0.1	50.05	
909	30.515	1409.1	0.15	45	
909	42.162	1495.29	0.28	50.14	
909	41.174	1405.12	0.5	49.49	
909	54.003	1460.57	0.42	50.78	
909	51.972	1368.89	0.65	46.91	
910	19.038	1542.92	-0.09	43.31	
910	7.161	1481.21	-0.08	39.98	
910	30.286	1543.61	-0.28	42.07	
910	7.047	1376.99	0.09	28.55	
910	19.633	1444.63	0.13	40	
910	29.912	1480.26	-0.09	44.95	
910	52.786	1544.32	-0.1	50.16	
910	30.53	1413.6	0.15	45	
910	42.123	1500.29	-0.39	49.99	
910	17.839	1356.14	0.12	39.81	
910	41.235	1410.08	0.61	49.61	
910	53.98	1465.51	-0.23	49.38	
910	52.038	1373.59	0.66	46.98	
911	19.03	1547.24	-0.08	43.2	
911	7.153	1485.21	-0.08	40	
911	30.278	1547.78	-0.08	41.68	
911	7.057	1379.84	0.1	28.48	
911	19.646	1448.64	0.13	40.02	
911	29.903	1484.78	-0.09	45.13	
911	52.776	1549.33	-0.1	50.04	
911	30.545	1418.1	0.15	45	
911	42.113	1505.28	-0.1	49.97	
911	17.853	1360.14	0.14	39.97	
911	41.285	1415.06	0.5	49.8	
911	53.933	1470.31	-0.47	48.03	
911	52.103	1378.29	0.65	47	
912	7.145	1489.21	-0.08	40.01	
912	7.066	1382.68	0.09	28.46	
912	19.659	1452.63	0.13	39.89	
912	29.894	1489.28	-0.09	45.02	
912	30.56	1422.6	0.15	45	
912	42.104	1510.28	-0.09	50.01	
912	17.866	1364.14	0.13	40.04	
912	41.307	1420.06	0.22	49.96	
912	53.885	1475.04	-0.48	47.33	
912	52.169	1382.98	0.66	46.89	
913	7.137	1493.21	-0.08	40	
913	7.069	1385.53	0.03	28.44	
913	19.673	1456.62	0.14	39.91	
913	29.902	1493.74	0.08	44.59	
913	30.574	1427.1	0.14	45	
913	42.094	1515.28	-0.1	50	
913	17.879	1368.14	0.13	40	
913	41.317	1425.06	0.1	50.03	
913	53.873	1479.84	-0.12	48.01	
913	52.231	1387.67	0.62	46.91	
914	7.129	1497.21	-0.08	40	
914	7.085	1388.38	0.16	28.51	
914	19.686	1460.65	0.13	40.32	
914	29.894	1498.12	-0.08	43.84	
914	30.589	1431.6	0.15	45	
914	42.084	1520.28	-0.1	49.99	
914	17.892	1372.14	0.13	40	
914	41.334	1430.06	0.17	50.02	
914	53.904	1484.78	0.31	49.37	
914	52.299	1392.39	0.68	47.26	
914	42.051	1357.11	0.38	47.73	
915	7.121	1501.22	-0.08	40.02	
915	7.127	1391.26	0.42	28.82	
915	19.677	1464.74	-0.09	40.92	
915	29.887	1502.41	-0.07	42.93	
915	30.605	1436.1	0.16	44.98	
915	42.074	1525.28	-0.1	50	
915	17.906	1376.14	0.14	40	
915	41.351	1435.06	0.17	50	
915	53.894	1489.79	-0.1	50.06	
915	52.385	1397.18	0.86	47.86	
915	42.11	1362.03	0.59	49.16	
916	7.114	1505.21	-0.07	39.95	
916	7.181	1394.19	0.54	29.3	
916	19.685	1468.89	0.08	41.45	
916	29.876	1506.62	-0.11	42.07	
916	30.62	1440.6	0.15	45.04	
916	42.064	1530.28	-0.1	50	
916	17.92	1380.14	0.14	40	
916	41.368	1440.06	0.17	50	
916	53.885	1494.8	-0.09	50.18	
916	52.463	1402.01	0.78	48.27	
916	42.126	1367.04	0.16	50.15	
917	7.105	1509.2	-0.09	39.86	
917	7.224	1397.16	0.43	29.72	
917	19.677	1473.05	-0.08	41.6	
917	29.868	1510.74	-0.08	41.17	
917	30.634	1445.12	0.14	45.16	
917	42.055	1535.28	-0.09	50	
917	17.932	1384.14	0.12	40	
917	41.384	1445.06	0.16	50.01	
917	53.874	1499.81	-0.11	50.04	
917	52.512	1406.84	0.49	48.35	
917	42.142	1372.06	0.16	50.17	
918	7.098	1513.19	-0.07	39.98	
918	7.248	1400.16	0.24	29.96	
918	19.668	1477.22	-0.09	41.73	
918	29.844	1514.78	-0.24	40.4	
918	30.656	1449.63	0.22	45.1	
918	42.044	1540.28	-0.11	50	
918	17.946	1388.14	0.14	40	
918	41.401	1450.05	0.17	49.87	
918	53.864	1504.81	-0.1	49.99	
918	52.532	1411.69	0.2	48.46	
918	42.159	1377.06	0.17	50.04	
919	7.073	1517.24	-0.25	40.41	
919	7.251	1403.17	0.03	30.09	
919	19.646	1481.44	-0.22	42.19	
919	29.837	1518.78	-0.07	39.98	
919	30.687	1454.07	0.31	44.43	
919	42.035	1545.28	-0.09	50.01	
919	17.959	1392.14	0.13	40	
919	41.417	1455.06	0.16	50.12	
919	53.855	1509.81	-0.09	49.99	
919	29.336	1355.12	0.14	44.84	
919	52.541	1416.57	0.09	48.84	
919	42.175	1382.06	0.16	49.98	
920	7.064	1521.35	-0.09	41.17	
920	7.225	1406.19	-0.26	30.25	
920	19.652	1485.72	0.06	42.81	
920	29.828	1522.76	-0.09	39.86	
920	30.698	1458.42	0.11	43.5	
920	17.972	1396.14	0.13	40	
920	41.434	1460.13	0.17	50.67	
920	53.844	1514.81	-0.11	50	
920	29.358	1359.62	0.22	45.03	
920	52.557	1421.48	0.16	49.11	
920	42.192	1387.06	0.17	50	
921	7.054	1525.56	-0.1	42.07	
921	7.164	1409.25	-0.61	30.55	
921	19.643	1490.06	-0.09	43.39	
921	29.82	1526.76	-0.08	39.96	
921	30.674	1462.67	-0.24	42.55	
921	17.986	1400.14	0.14	40	
921	17.586	1355.14	0.13	39.8	
921	41.441	1465.22	0.07	50.87	
921	53.835	1519.81	-0.09	50	
921	29.384	1364.08	0.26	44.61	
921	52.591	1426.36	0.34	48.77	
921	42.209	1392.06	0.17	50	
922	7.048	1529.85	-0.06	42.93	
922	7.071	1412.33	-0.93	30.84	
922	19.634	1494.42	-0.09	43.61	
922	29.813	1530.76	-0.07	40.02	
922	30.634	1466.84	-0.4	41.65	
922	17.999	1404.14	0.13	40.01	
922	17.599	1359.14	0.13	39.97	
922	41.431	1470.28	-0.1	50.67	
922	53.825	1524.81	-0.1	50	
922	29.385	1368.44	0.01	43.54	
922	52.59	1431.17	-0.01	48.09	
922	42.225	1397.06	0.16	50	
923	7.04	1534.24	-0.08	43.83	
923	6.974	1415.43	-0.97	31.01	
923	19.625	1498.76	-0.09	43.41	
923	29.805	1534.76	-0.08	39.99	
923	30.661	1470.94	0.27	40.99	
923	18.012	1408.14	0.13	39.96	
923	17.612	1363.14	0.13	40.03	
923	41.422	1475.3	-0.09	50.12	
923	53.815	1529.81	-0.1	50	
923	29.358	1372.67	-0.27	42.39	
923	52.605	1435.93	0.15	47.62	
923	42.242	1402.06	0.17	50	
924	7.047	1538.69	0.07	44.59	
924	6.885	1418.54	-0.89	31.04	
924	19.63	1503.04	0.05	42.78	
924	29.797	1538.76	-0.08	40	
924	30.712	1474.99	0.51	40.48	
924	18.025	1412.12	0.13	39.83	
924	6.316	1354.32	0.08	26.17	
924	17.626	1367.14	0.14	40	
924	41.412	1480.28	-0.1	49.87	
